année académique plan,semestre plan,code matière,matière,section responsable,type d'enseignement,nb étudiants,jour,heure début séance,heure fin séance,espace (code),nb.places dans l'espace,nombre total d'espaces,nombre total de places,overbooking
2023-2024,HIVER,CS-438,Decentralized systems engineering,Informatique,Cours,106,monday,10:15,12:00,INF1,128,1,128,non
2023-2024,HIVER,CS-438,Decentralized systems engineering,Informatique,Exercices,106,friday,15:15,17:00,INJ218,96,1,96,oui
2023-2024,HIVER,CS-438,Decentralized systems engineering,Informatique,Projet,106,monday,13:15,15:00,INM200,79,1,79,oui
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Cours,88,thursday,08:15,10:00,CM3,190,1,190,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Cours,88,friday,08:15,10:00,CO3,218,1,218,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,thursday,15:15,16:00,BC02,40,4,156,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,thursday,15:15,16:00,BC03,40,4,156,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,thursday,15:15,16:00,BC04,40,4,156,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,thursday,15:15,16:00,INM201,36,4,156,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,friday,10:15,12:00,CM012,49,3,213,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,friday,10:15,12:00,CM1120,100,3,213,non
2023-2024,HIVER,CS-450,Algorithms II,Informatique,Exercices,88,friday,10:15,12:00,CM1221,64,3,213,non
2023-2024,HIVER,CS-451,Distributed algorithms,Systèmes de communication,Cours,115,monday,13:15,15:00,CM3,190,1,190,non
2023-2024,HIVER,CS-451,Distributed algorithms,Systèmes de communication,Exercices,115,monday,15:15,16:00,INF1,128,2,256,non
2023-2024,HIVER,CS-451,Distributed algorithms,Systèmes de communication,Exercices,115,monday,15:15,16:00,INF2,128,2,256,non
2023-2024,HIVER,CS-451,Distributed algorithms,Systèmes de communication,TP,115,tuesday,08:15,10:00,INM202,86,1,86,oui
2023-2024,HIVER,CS-451,Distributed algorithms,Systèmes de communication,TP,115,tuesday,10:15,11:00,INM202,86,1,86,oui
2023-2024,HIVER,CS-452,Foundations of software,Informatique,Cours,53,tuesday,14:15,16:00,INF1,128,1,128,non
2023-2024,HIVER,CS-452,Foundations of software,Informatique,Exercices,53,wednesday,11:15,13:00,INJ218,96,1,96,non
2023-2024,HIVER,CS-453,Concurrent computing,Systèmes de communication,Cours,70,monday,08:15,10:00,INM202,86,1,86,non
2023-2024,HIVER,CS-453,Concurrent computing,Systèmes de communication,Exercices,70,tuesday,13:15,14:00,PO01,180,1,180,non
2023-2024,HIVER,CS-453,Concurrent computing,Systèmes de communication,TP,70,tuesday,14:15,16:00,PO01,180,1,180,non
2023-2024,HIVER,CS-457,Geometric computing,Informatique,Cours,34,friday,09:15,12:00,INF213,54,1,54,non
2023-2024,HIVER,CS-457,Geometric computing,Informatique,TP,34,monday,14:15,16:00,INF213,54,1,54,non
2023-2024,HIVER,CS-459,Foundations of probabilistic proofs,Informatique,Cours,37,tuesday,13:15,15:00,INM201,36,1,36,oui
2023-2024,HIVER,CS-459,Foundations of probabilistic proofs,Informatique,Cours,37,wednesday,13:15,15:00,INM201,36,1,36,oui
2023-2024,HIVER,CS-459,Foundations of probabilistic proofs,Informatique,Exercices,37,wednesday,15:15,16:00,INM201,36,1,36,oui
2023-2024,HIVER,CS-471,Advanced multiprocessor architecture,Informatique,Cours,38,tuesday,10:15,12:00,INF019,50,1,50,non
2023-2024,HIVER,CS-471,Advanced multiprocessor architecture,Informatique,Cours,38,thursday,10:15,12:00,INJ218,96,1,96,non
2023-2024,HIVER,CS-472,Design technologies for integrated systems,Informatique,Cours,45,tuesday,08:15,10:00,INM10,62,1,62,non
2023-2024,HIVER,CS-472,Design technologies for integrated systems,Informatique,Cours,45,thursday,10:15,11:00,INR219,79,1,79,non
2023-2024,HIVER,CS-472,Design technologies for integrated systems,Informatique,Projet,45,thursday,11:15,13:00,INR219,79,1,79,non
2023-2024,HIVER,CS-473,System programming for Systems-on-chip,Informatique,Cours,26,tuesday,12:15,14:00,INF3,128,1,128,non
2023-2024,HIVER,CS-473,System programming for Systems-on-chip,Informatique,Projet,26,tuesday,14:15,16:00,INF3,128,1,128,non
2023-2024,HIVER,CS-489,Experience design,Informatique,Cours,38,friday,13:15,15:00,DIA003,48,1,48,non
2023-2024,HIVER,CS-489,Experience design,Informatique,Projet,38,friday,15:15,19:00,DIA003,48,1,48,non
2023-2024,HIVER,CS-491,Introduction to IT consulting,Informatique,Cours,43,monday,13:15,16:00,INM11,42,1,42,oui
2023-2024,HIVER,CS-491,Introduction to IT consulting,Informatique,Cours,43,tuesday,13:15,16:00,INM10,62,1,62,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Cours,31,thursday,14:15,15:00,CE12,187,1,187,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Cours,31,thursday,16:15,17:00,CE12,187,1,187,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Exercices,31,thursday,15:15,16:00,CE1104,70,3,329,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Exercices,31,thursday,15:15,16:00,CE1105,72,3,329,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Exercices,31,thursday,15:15,16:00,CE12,187,3,329,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Exercices,31,thursday,17:15,18:00,CE1100,64,3,315,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Exercices,31,thursday,17:15,18:00,CE1101,64,3,315,non
2023-2024,HIVER,CS-500,AI product management,Informatique,Exercices,31,thursday,17:15,18:00,CE12,187,3,315,non
2023-2024,HIVER,CS-502,Deep learning in biomedicine,Informatique,Cours,131,thursday,10:15,12:00,CM2,190,1,190,non
2023-2024,HIVER,CS-502,Deep learning in biomedicine,Informatique,Exercices,131,friday,08:15,10:00,INF1,128,2,256,non
2023-2024,HIVER,CS-502,Deep learning in biomedicine,Informatique,Exercices,131,friday,08:15,10:00,INF2,128,2,256,non
2023-2024,HIVER,CS-502,Deep learning in biomedicine,Informatique,TP,131,friday,10:15,11:00,INF1,128,2,256,non
2023-2024,HIVER,CS-502,Deep learning in biomedicine,Informatique,TP,131,friday,10:15,11:00,INF2,128,2,256,non
2023-2024,HIVER,CS-510,Topics in software security,Informatique,Cours,28,tuesday,10:15,11:00,INM203,38,1,38,non
2023-2024,HIVER,CS-510,Topics in software security,Informatique,Exercices,28,tuesday,11:15,12:00,INM203,38,1,38,non
2023-2024,HIVER,CS-522,Principles of computer systems,Informatique,Cours,19,tuesday,11:15,13:00,BC01,84,1,84,non
2023-2024,HIVER,CS-522,Principles of computer systems,Informatique,Cours,19,friday,11:15,13:00,BC01,84,1,84,non
2023-2024,HIVER,CS-524,Computational complexity,Informatique,Cours,22,thursday,15:15,17:00,CM4,129,1,129,non
2023-2024,HIVER,CS-524,Computational complexity,Informatique,Exercices,22,friday,08:15,10:00,INM10,62,1,62,non
2023-2024,HIVER,CS-550,Formal verification,Informatique,Cours,30,thursday,15:15,17:00,GRA330,58,1,58,non
2023-2024,HIVER,CS-550,Formal verification,Informatique,Exercices,30,thursday,17:15,19:00,GRA330,58,1,58,non
2023-2024,HIVER,CS-550,Formal verification,Informatique,TP,30,friday,13:15,15:00,INR219,79,1,79,non
2023-2024,HIVER,DH-405,Foundations of digital humanities,Humanités digitales,Cours,29,wednesday,13:15,15:00,CM1100,49,1,49,non
2023-2024,HIVER,DH-405,Foundations of digital humanities,Humanités digitales,Cours,29,thursday,10:15,12:00,BC03,40,1,40,non
2023-2024,HIVER,DH-405,Foundations of digital humanities,Humanités digitales,TP,29,thursday,13:15,15:00,BC03,40,1,40,non
2023-2024,HIVER,DH-406,Machine learning for DH,Humanités digitales,Cours,20,monday,08:15,10:00,BC02,40,1,40,non
2023-2024,HIVER,DH-406,Machine learning for DH,Humanités digitales,Exercices,20,monday,10:15,12:00,BC02,40,1,40,non
2023-2024,HIVER,DH-415,Ethics and law of AI,Humanités digitales,Cours,77,tuesday,11:15,13:00,SG0211,112,1,112,non
2023-2024,HIVER,DH-415,Ethics and law of AI,Humanités digitales,TP,77,tuesday,15:15,16:00,SG0211,112,1,112,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,Cours,84,friday,09:15,11:00,ELA2,88,1,88,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,Exercices,84,friday,11:15,12:00,ELA2,88,1,88,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,84,monday,13:15,16:00,MED21517,,5,200,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,84,monday,13:15,16:00,MED21519,18,5,200,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,84,monday,13:15,16:00,MED22419,42,5,200,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,84,monday,13:15,16:00,MED22519,70,5,200,non
2023-2024,HIVER,EE-100,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,84,monday,13:15,16:00,MED22524,70,5,200,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,Cours,539,friday,13:15,15:00,CE6,308,3,942,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,Cours,539,friday,13:15,15:00,CM1,184,3,942,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,Cours,539,friday,13:15,15:00,STCC - Cloud C,450,3,942,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,Exercices,539,tuesday,18:15,20:00,CE1,214,3,736,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,Exercices,539,tuesday,18:15,20:00,CE3,214,3,736,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,Exercices,539,tuesday,18:15,20:00,CE6,308,3,736,non
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,539,thursday,08:15,10:00,MED22419,42,3,182,oui
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,539,thursday,08:15,10:00,MED22519,70,3,182,oui
2023-2024,HIVER,EE-106,Sciences et technologies de l'électricité,Génie électrique et électronique,TP,539,thursday,08:15,10:00,MED22524,70,3,182,oui
2023-2024,HIVER,EE-110,Systèmes logiques (pour MT),Génie électrique et électronique,Cours,168,monday,15:15,17:00,CO2,218,1,218,non
2023-2024,HIVER,EE-110,Systèmes logiques (pour MT),Génie électrique et électronique,Exercices,168,friday,08:15,10:00,MED22519,70,2,140,oui
2023-2024,HIVER,EE-110,Systèmes logiques (pour MT),Génie électrique et électronique,Exercices,168,friday,08:15,10:00,MED22524,70,2,140,oui
2023-2024,HIVER,EE-200,Electromagnétisme I : lignes et ondes,Génie électrique et électronique,Cours,84,friday,09:15,11:00,MAB111,84,1,84,non
2023-2024,HIVER,EE-200,Electromagnétisme I : lignes et ondes,Génie électrique et électronique,Exercices,84,friday,11:15,12:00,MAB111,84,1,84,non
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,Cours,248,monday,08:15,10:00,CE6,308,1,308,non
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,Exercices,248,wednesday,12:15,13:00,CO1,342,1,342,non
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,TP,248,wednesday,14:15,18:00,MED22419,42,3,182,oui
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,TP,248,wednesday,14:15,18:00,MED22519,70,3,182,oui
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,TP,248,wednesday,14:15,18:00,MED22524,70,3,182,oui
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,TP,248,friday,13:15,17:00,MED22419,42,2,112,oui
2023-2024,HIVER,EE-202,Electronique I,Génie électrique et électronique,TP,248,friday,13:15,17:00,MED22519,70,2,112,oui
2023-2024,HIVER,EE-202(b),Electronique I,Génie électrique et électronique,Cours,118,thursday,08:15,10:00,CM2,190,1,190,non
2023-2024,HIVER,EE-202(b),Electronique I,Génie électrique et électronique,Exercices,118,thursday,10:15,11:00,GCA330,71,1,71,oui
2023-2024,HIVER,EE-203(b),Electronique II,Génie électrique et électronique,Cours,22,thursday,13:15,15:00,ELG120,48,1,48,non
2023-2024,HIVER,EE-203(b),Electronique II,Génie électrique et électronique,Exercices,22,monday,15:15,17:00,ELG120,48,1,48,non
2023-2024,HIVER,EE-207,Systèmes logiques (pour EL),Génie électrique et électronique,Cours,75,wednesday,10:15,12:00,MED01418,70,1,70,oui
2023-2024,HIVER,EE-207,Systèmes logiques (pour EL),Génie électrique et électronique,Exercices,75,thursday,15:15,17:00,MED22519,70,2,140,non
2023-2024,HIVER,EE-207,Systèmes logiques (pour EL),Génie électrique et électronique,Exercices,75,thursday,15:15,17:00,MED22524,70,2,140,non
2023-2024,HIVER,EE-280,Electronique,Génie électrique et électronique,Cours,169,monday,10:15,12:00,CM3,190,1,190,non
2023-2024,HIVER,EE-280,Electronique,Génie électrique et électronique,Exercices,169,monday,12:15,13:00,CM3,190,1,190,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,monday,08:15,10:00,ELA1,122,1,122,oui
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,tuesday,10:15,12:00,ELA2,88,6,368,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,tuesday,10:15,12:00,INM10,62,6,368,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,tuesday,10:15,12:00,INM201,36,6,368,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,tuesday,10:15,12:00,MED22419,42,6,368,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,tuesday,10:15,12:00,MED22519,70,6,368,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,Cours,128,tuesday,10:15,12:00,MED22524,70,6,368,non
2023-2024,HIVER,EE-295,Systèmes électriques et électroniques I,Génie électrique et électronique,TP,128,tuesday,08:15,10:00,ELA2,88,1,88,oui
2023-2024,HIVER,EE-310,Systèmes embarqués microprogrammés,Génie électrique et électronique,Cours,93,friday,09:15,11:00,ELD020,78,2,168,non
2023-2024,HIVER,EE-310,Systèmes embarqués microprogrammés,Génie électrique et électronique,Cours,93,friday,09:15,11:00,GCC330,90,2,168,non
2023-2024,HIVER,EE-310,Systèmes embarqués microprogrammés,Génie électrique et électronique,Projet,93,friday,14:15,16:00,ELG120,48,2,118,non
2023-2024,HIVER,EE-310,Systèmes embarqués microprogrammés,Génie électrique et électronique,Projet,93,friday,14:15,16:00,MED22524,70,2,118,non
2023-2024,HIVER,EE-320,Analog IC design,Génie électrique et électronique,Cours,39,monday,15:15,17:00,CO260,40,2,119,non
2023-2024,HIVER,EE-320,Analog IC design,Génie électrique et électronique,Cours,39,monday,15:15,17:00,INM200,79,2,119,non
2023-2024,HIVER,EE-320,Analog IC design,Génie électrique et électronique,Exercices,39,monday,17:15,18:00,CO260,40,2,119,non
2023-2024,HIVER,EE-320,Analog IC design,Génie électrique et électronique,Exercices,39,monday,17:15,18:00,INM200,79,2,119,non
2023-2024,HIVER,EE-334,Digital systems design,Génie électrique et électronique,Cours,71,wednesday,08:15,10:00,CO260,40,3,170,non
2023-2024,HIVER,EE-334,Digital systems design,Génie électrique et électronique,Cours,71,wednesday,08:15,10:00,CO6,40,3,170,non
2023-2024,HIVER,EE-334,Digital systems design,Génie électrique et électronique,Cours,71,wednesday,08:15,10:00,GCC330,90,3,170,non
2023-2024,HIVER,EE-334,Digital systems design,Génie électrique et électronique,Exercices,71,wednesday,10:15,12:00,CO260,40,3,170,non
2023-2024,HIVER,EE-334,Digital systems design,Génie électrique et électronique,Exercices,71,wednesday,10:15,12:00,CO6,40,3,170,non
2023-2024,HIVER,EE-334,Digital systems design,Génie électrique et électronique,Exercices,71,wednesday,10:15,12:00,GCC330,90,3,170,non
2023-2024,HIVER,EE-336,Circuits et systèmes électroniques,Génie électrique et électronique,Cours,136,wednesday,15:15,17:00,CO3,218,2,668,non
2023-2024,HIVER,EE-336,Circuits et systèmes électroniques,Génie électrique et électronique,Cours,136,wednesday,15:15,17:00,STCC - Cloud C,450,2,668,non
2023-2024,HIVER,EE-336,Circuits et systèmes électroniques,Génie électrique et électronique,Exercices,136,wednesday,17:15,18:00,CO3,218,2,668,non
2023-2024,HIVER,EE-336,Circuits et systèmes électroniques,Génie électrique et électronique,Exercices,136,wednesday,17:15,18:00,STCC - Cloud C,450,2,668,non
2023-2024,HIVER,EE-345,Rayonnement et antennes,Génie électrique et électronique,Cours,27,monday,08:15,10:00,ELG120,48,1,48,non
2023-2024,HIVER,EE-345,Rayonnement et antennes,Génie électrique et électronique,Exercices,27,monday,10:15,11:00,ELG120,48,1,48,non
2023-2024,HIVER,EE-348,Electroacoustique,Génie électrique et électronique,Cours,18,thursday,15:15,17:00,ELA2,88,1,88,non
2023-2024,HIVER,EE-348,Electroacoustique,Génie électrique et électronique,Exercices,18,thursday,17:15,18:00,ELA2,88,1,88,non
2023-2024,HIVER,EE-350,Traitement des signaux,Génie électrique et électronique,Cours,35,wednesday,13:15,15:00,ELD020,78,1,78,non
2023-2024,HIVER,EE-350,Traitement des signaux,Génie électrique et électronique,Cours,35,thursday,13:15,15:00,ELD020,78,1,78,non
2023-2024,HIVER,EE-360,Conversion d'énergie,Génie électrique et électronique,Cours,35,tuesday,08:15,10:00,DIA005,50,1,50,non
2023-2024,HIVER,EE-360,Conversion d'énergie,Génie électrique et électronique,Cours,35,friday,11:15,12:00,BC02,40,1,40,non
2023-2024,HIVER,EE-360,Conversion d'énergie,Génie électrique et électronique,Cours,35,friday,12:15,13:00,BC02,40,1,80,non
2023-2024,HIVER,EE-360,Conversion d'énergie,Génie électrique et électronique,Exercices,35,friday,12:15,13:00,BC02,40,1,80,non
2023-2024,HIVER,EE-360,Conversion d'énergie,Génie électrique et électronique,Exercices,35,friday,13:15,14:00,BC02,40,1,40,non
